#query	COG_category	Description	Preferred_name	GOs	KEGG_ko	KEGG_Pathway	KEGG_Module	PFAMs
NODE_3103_length_553_cov_0.800420_1	T	lysM domain receptor-like kinase		GO:0001101,GO:0002376,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004675,GO:0004888,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007178,GO:0008150,GO:0008152,GO:0009605,GO:0009607,GO:0009620,GO:0009719,GO:0009725,GO:0009737,GO:0009738,GO:0009755,GO:0009787,GO:0009789,GO:0009966,GO:0009967,GO:0009987,GO:0010033,GO:0010646,GO:0010647,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019199,GO:0019538,GO:0019899,GO:0019900,GO:0019901,GO:0023051,GO:0023052,GO:0023056,GO:0031347,GO:0031348,GO:0032870,GO:0033993,GO:0036211,GO:0038023,GO:0042221,GO:0043170,GO:0043207,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0045087,GO:0048518,GO:0048519,GO:0048522,GO:0048583,GO:0048584,GO:0048585,GO:0050789,GO:0050794,GO:0050832,GO:0050896,GO:0051704,GO:0051707,GO:0051716,GO:0060089,GO:0065007,GO:0070887,GO:0071215,GO:0071229,GO:0071310,GO:0071396,GO:0071495,GO:0071704,GO:0071944,GO:0080134,GO:0097305,GO:0097306,GO:0098542,GO:0140096,GO:1901419,GO:1901421,GO:1901564,GO:1901700,GO:1901701,GO:1905957,GO:1905959				LysM,Pkinase,Pkinase_Tyr
NODE_3115_length_552_cov_0.776842_1	M	ATPase activity, coupled to transmembrane movement of substances			ko:K08504	ko04130,map04130		DUF4283,Exo_endo_phos,RVT_1,zf-RVT
NODE_3123_length_551_cov_0.786920_1	S	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein						
NODE_3125_length_551_cov_0.725738_1	L	gag-polypeptide of LTR copia-type						Retrotran_gag_2
NODE_3133_length_550_cov_0.769556_1	T	Inactive rhomboid protein		GO:0000139,GO:0002791,GO:0002792,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005794,GO:0006928,GO:0008150,GO:0008283,GO:0009894,GO:0009966,GO:0009987,GO:0010646,GO:0012505,GO:0016020,GO:0016477,GO:0019222,GO:0023051,GO:0030162,GO:0031090,GO:0031323,GO:0031329,GO:0031984,GO:0032268,GO:0032879,GO:0032880,GO:0040011,GO:0042058,GO:0042175,GO:0042176,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0048519,GO:0048523,GO:0048583,GO:0048870,GO:0050708,GO:0050709,GO:0050789,GO:0050794,GO:0051046,GO:0051048,GO:0051049,GO:0051051,GO:0051171,GO:0051179,GO:0051223,GO:0051224,GO:0051246,GO:0051674,GO:0060255,GO:0061136,GO:0065007,GO:0070201,GO:0080090,GO:0090087,GO:0098588,GO:0098791,GO:0098827,GO:1901184,GO:1903050,GO:1903362,GO:1903530,GO:1903531,GO:1904950				Rhomboid
NODE_3165_length_548_cov_0.624204_1	L	Histidine protein methyltransferase 1 homolog						Methyltransf_16
NODE_3167_length_548_cov_0.560510_1	S	Reverse transcriptase (RNA-dependent DNA polymerase)						DUF4283,RVT_1,RVT_3,zf-RVT
NODE_3172_length_547_cov_0.891489_1	C	Belongs to the mitochondrial carrier (TC 2.A.29) family		GO:0000041,GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006810,GO:0006811,GO:0006812,GO:0006826,GO:0006839,GO:0008150,GO:0009507,GO:0009526,GO:0009536,GO:0009941,GO:0010035,GO:0010038,GO:0010039,GO:0016020,GO:0016021,GO:0019866,GO:0022857,GO:0030001,GO:0031090,GO:0031224,GO:0031966,GO:0031967,GO:0031975,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0055085	ko:K15111,ko:K15113			Mito_carr
NODE_3179_length_547_cov_0.408511_1	E	Uncharacterized protein K02A2.6-like		GO:0000943,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0003887,GO:0003964,GO:0004518,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006278,GO:0006508,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019438,GO:0019538,GO:0032196,GO:0032197,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0140096,GO:0140097,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576				RVT_1,RVT_3,Retrotrans_gag,rve
NODE_3187_length_546_cov_0.733475_1	S	Protein FAR1-RELATED SEQUENCE 5-like						FAR1,MULE,SWIM
NODE_3214_length_543_cov_1.253219_1	C	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B	cox1	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006091,GO:0006119,GO:0006123,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0009060,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0015672,GO:0015980,GO:0015988,GO:0015990,GO:0016020,GO:0016310,GO:0017144,GO:0019637,GO:0019646,GO:0019693,GO:0019866,GO:0022900,GO:0022904,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0034220,GO:0034641,GO:0042773,GO:0042775,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045333,GO:0046034,GO:0046483,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:0098655,GO:0098660,GO:0098662,GO:1901135,GO:1901360,GO:1901564,GO:1902600	ko:K02256	ko00190,ko01100,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04260,map04714,map04932,map05010,map05012,map05016	M00154	COX1
NODE_3226_length_542_cov_0.741935_1	E	Ribonuclease H protein						
NODE_3235_length_541_cov_0.795259_1	L	gag-polypeptide of LTR copia-type						Retrotran_gag_2
NODE_3244_length_540_cov_0.894168_1	P	Cation transporter/ATPase, N-terminus		GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006950,GO:0006970,GO:0008150,GO:0008324,GO:0008553,GO:0009628,GO:0009651,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015662,GO:0015672,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0034220,GO:0036442,GO:0042623,GO:0042625,GO:0042626,GO:0043492,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:0090662,GO:0098655,GO:0098660,GO:0098662,GO:0099131,GO:0099132,GO:1902600	ko:K01535	ko00190,map00190		Cation_ATPase_N,E1-E2_ATPase,Hydrolase
NODE_3245_length_540_cov_0.794816_1	D	Belongs to the helicase family						Helitron_like_N,Herpes_Helicase,PIF1
NODE_3249_length_540_cov_0.650108_1	L	Aspartyl protease						
NODE_3258_length_539_cov_0.926407_1	L	DNA RNA polymerases superfamily protein						RVP_2,RVT_1,Retrotrans_gag,rve,zf-CCHC
NODE_3268_length_538_cov_1.401302_1	O	Cysteine-rich RLK (RECEPTOR-like protein kinase) 8						RVT_2,Retrotran_gag_2,gag_pre-integrs,rve
NODE_3272_length_538_cov_0.783080_1	S	Protein FAR1-RELATED SEQUENCE 5-like						FAR1,MULE,SWIM
NODE_3280_length_537_cov_1.100000_1	S	Reverse transcriptase-like						RVT_3,zf-RVT
NODE_3282_length_537_cov_0.819565_1	S	MuDR family transposase						DBD_Tnp_Mut,MULE,SWIM
NODE_3285_length_537_cov_0.691304_1	G	Belongs to the glycosyl hydrolase 17 family						Glyco_hydro_17,X8
NODE_3293_length_536_cov_0.797386_2								PHD
NODE_3316_length_534_cov_0.695842_1	K	Domain of unknown function (DUF4283)						DUF4283,zf-CCHC_4
NODE_3324_length_533_cov_0.697368_1	S	DYW family of nucleic acid deaminases						DYW_deaminase,PPR,PPR_2
NODE_3340_length_532_cov_1.131868_1	L	Zinc finger BED domain-containing protein RICESLEEPER						DUF4413,Dimer_Tnp_hAT
NODE_3352_length_533_cov_0.485714_1	E	Uncharacterized protein K02A2.6-like						RVT_1,RVT_3,Retrotrans_gag,rve
NODE_3359_length_531_cov_0.843612_1	L	ribonuclease H protein						RVT_1,RVT_3,zf-RVT
NODE_3372_length_530_cov_0.609272_1	S	jasmonate O-methyltransferase activity						Methyltransf_7
NODE_3382_length_529_cov_0.743363_1	L	ribonuclease H protein						RVT_1,RVT_3,zf-RVT
NODE_3385_length_529_cov_0.643805_1	L	Domain of unknown function (DUF4413)						DUF4413,Dimer_Tnp_hAT
NODE_3398_length_528_cov_0.778271_1	S	Protein FAR1-RELATED SEQUENCE 5-like						FAR1,MULE,SWIM
NODE_3399_length_528_cov_0.753880_1	S	Orf147a protein						zf-RVT
NODE_3405_length_528_cov_0.552106_1	U	TB2/DP1, HVA22 family						RVT_3,TB2_DP1_HVA22,zf-met
NODE_3406_length_528_cov_0.427938_1	E	Ribonuclease H protein						RVT_1,zf-RVT
NODE_3411_length_527_cov_0.842222_1	L	ribonuclease H protein At1g65750						DUF4283,RVT_1,RVT_3,zf-RVT
NODE_3422_length_527_cov_0.446667_1	E	Ribonuclease H protein			ko:K08675			RVT_3,zf-RVT
NODE_3424_length_526_cov_1.409800_2	L	dna topoisomerase						Topoisom_bac,Toprim,Toprim_C_rpt,zf-C4_Topoisom
NODE_3425_length_526_cov_1.265033_1	E	Uncharacterized protein K02A2.6-like						RVT_1,RVT_3,rve
NODE_3436_length_526_cov_0.616927_1	S	isoform X1			ko:K21842			
NODE_3438_length_525_cov_9.207589_1	L	transposition, RNA-mediated						Asp_protease_2
NODE_3442_length_525_cov_0.803571_1	E	protein dimerization activity		GO:0000003,GO:0003006,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003730,GO:0003824,GO:0004300,GO:0005488,GO:0005507,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0006082,GO:0006629,GO:0006631,GO:0006635,GO:0006996,GO:0007005,GO:0007275,GO:0008150,GO:0008152,GO:0008535,GO:0009056,GO:0009062,GO:0009790,GO:0009791,GO:0009793,GO:0009987,GO:0010154,GO:0016042,GO:0016043,GO:0016054,GO:0016829,GO:0016835,GO:0016836,GO:0017004,GO:0019395,GO:0019752,GO:0019899,GO:0022414,GO:0022607,GO:0030258,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032787,GO:0033108,GO:0033617,GO:0034440,GO:0034622,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0046395,GO:0046872,GO:0046914,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0055114,GO:0061458,GO:0065003,GO:0070013,GO:0071704,GO:0071840,GO:0072329,GO:0097159,GO:1901363,GO:1901575				DUF4413,Dimer_Tnp_hAT,zf-BED
NODE_3443_length_525_cov_0.763393_2	L	G-quadruplex DNA unwinding						
NODE_3452_length_524_cov_1.277405_1	D	Belongs to the helicase family						Helitron_like_N,Herpes_Helicase,PIF1
NODE_3460_length_524_cov_0.619687_1	L	ribonuclease H protein						RVT_1,RVT_3,zf-RVT
NODE_3473_length_523_cov_0.686099_1	S	Ribonuclease H protein						RVT_1
NODE_3476_length_523_cov_0.632287_1	J	transposition, RNA-mediated						Asp_protease_2,Retrotrans_gag
NODE_3480_length_522_cov_1.923596_1	S	Zinc knuckle family protein						MP,RVP,zf-CCHC
NODE_3485_length_522_cov_0.849438_1	D	Belongs to the cyclin family		GO:0000003,GO:0003006,GO:0007275,GO:0008150,GO:0009791,GO:0009888,GO:0009987,GO:0010154,GO:0010374,GO:0010440,GO:0010444,GO:0022414,GO:0030154,GO:0032501,GO:0032502,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0048869,GO:0061458,GO:0090558,GO:0090627	ko:K14505	ko04075,map04075	M00692	Cyclin_C,Cyclin_N
NODE_3491_length_522_cov_0.516854_1	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis			ko:K03231	ko03013,ko05134,map03013,map05134		GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3
NODE_3493_length_521_cov_1.427928_1	L	Zinc finger BED domain-containing protein RICESLEEPER						DUF4413,Dimer_Tnp_hAT,zf-BED
NODE_3500_length_521_cov_0.718468_1	L	Retrotransposon gag protein						Retrotrans_gag
NODE_3501_length_521_cov_0.718468_1	L	Retrotransposon gag protein						Retrotrans_gag
NODE_3511_length_520_cov_0.925508_1	E	Uncharacterized protein K02A2.6-like						RVT_1,RVT_3,Retrotrans_gag,rve
NODE_3521_length_520_cov_0.433409_1	S	Reverse transcriptase (RNA-dependent DNA polymerase)						Exo_endo_phos,Exo_endo_phos_2,RVT_1
NODE_3521_length_520_cov_0.433409_2	T	peptidyl-dipeptidase inhibitor activity	GPC5	GO:0000003,GO:0000323,GO:0000902,GO:0000904,GO:0001523,GO:0001654,GO:0002009,GO:0002165,GO:0003002,GO:0003006,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0005775,GO:0005794,GO:0005796,GO:0005886,GO:0005887,GO:0006022,GO:0006023,GO:0006024,GO:0006026,GO:0006027,GO:0006355,GO:0006357,GO:0006629,GO:0006720,GO:0006721,GO:0006807,GO:0006928,GO:0006935,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007178,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007350,GO:0007365,GO:0007367,GO:0007389,GO:0007399,GO:0007409,GO:0007411,GO:0007423,GO:0007444,GO:0007447,GO:0007450,GO:0007472,GO:0007476,GO:0007478,GO:0007480,GO:0007552,GO:0007560,GO:0007591,GO:0007593,GO:0008045,GO:0008052,GO:0008101,GO:0008150,GO:0008152,GO:0008356,GO:0008407,GO:0008586,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009605,GO:0009653,GO:0009790,GO:0009791,GO:0009880,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009953,GO:0009966,GO:0009967,GO:0009968,GO:0009986,GO:0009987,GO:0010160,GO:0010468,GO:0010556,GO:0010646,GO:0010647,GO:0010648,GO:0012505,GO:0016020,GO:0016021,GO:0016043,GO:0016101,GO:0016358,GO:0017145,GO:0019219,GO:0019222,GO:0019827,GO:0019953,GO:0021700,GO:0022008,GO:0022404,GO:0022412,GO:0022414,GO:0022416,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030030,GO:0030111,GO:0030154,GO:0030177,GO:0030182,GO:0030203,GO:0030510,GO:0030513,GO:0030718,GO:0031175,GO:0031224,GO:0031226,GO:0031323,GO:0031326,GO:0031974,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0032990,GO:0035107,GO:0035114,GO:0035120,GO:0035218,GO:0035220,GO:0035222,GO:0035239,GO:0035282,GO:0035295,GO:0040008,GO:0040011,GO:0040014,GO:0042078,GO:0042221,GO:0042303,GO:0042330,GO:0042335,GO:0043170,GO:0043202,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043473,GO:0044237,GO:0044238,GO:0044255,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044437,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0044703,GO:0045570,GO:0046620,GO:0048066,GO:0048067,GO:0048085,GO:0048132,GO:0048190,GO:0048468,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048563,GO:0048569,GO:0048583,GO:0048584,GO:0048585,GO:0048609,GO:0048638,GO:0048645,GO:0048646,GO:0048666,GO:0048667,GO:0048699,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048749,GO:0048812,GO:0048813,GO:0048856,GO:0048858,GO:0048859,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051171,GO:0051239,GO:0051252,GO:0051301,GO:0051704,GO:0051716,GO:0051726,GO:0060255,GO:0060429,GO:0060562,GO:0060828,GO:0061564,GO:0065007,GO:0070013,GO:0071704,GO:0071840,GO:0071944,GO:0080090,GO:0090092,GO:0090100,GO:0090263,GO:0090287,GO:0097485,GO:0098722,GO:0098727,GO:0098728,GO:0120036,GO:0120039,GO:1901135,GO:1901136,GO:1901137,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1903506,GO:2000026,GO:2000112,GO:2001141,GO:2001260,GO:2001261	ko:K02306,ko:K08109,ko:K08111	ko04310,ko04391,ko05205,map04310,map04391,map05205		Glypican
NODE_3527_length_519_cov_0.710407_1	S	Ribonuclease H protein						
NODE_3532_length_519_cov_0.565611_1	S	BEST Arabidopsis thaliana protein match is			ko:K18195			Exo_endo_phos,RVT_1,zf-RVT
NODE_3533_length_519_cov_0.463801_1	L	transposition, RNA-mediated						Retrotrans_gag
NODE_3547_length_518_cov_0.714286_1	K	Dof zinc finger protein						zf-Dof
NODE_3550_length_518_cov_0.582766_1	S	BEST Arabidopsis thaliana protein match is			ko:K18195			Exo_endo_phos,RVT_1,zf-RVT
NODE_3563_length_517_cov_0.629545_1	L	ribonuclease H protein						RVT_1,RVT_3,zf-RVT
NODE_3570_length_516_cov_1.175399_1	G	beta-galactosidase	BGAL8	GO:0003674,GO:0003824,GO:0004553,GO:0004565,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0015925,GO:0016787,GO:0016798,GO:0030312,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0071944				Gal_Lectin,Glyco_hydro_35
NODE_3575_length_516_cov_0.715262_1	K	Zinc-finger homeodomain protein		GO:0000003,GO:0003006,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006082,GO:0006790,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0009314,GO:0009416,GO:0009628,GO:0009648,GO:0009791,GO:0009987,GO:0010228,GO:0016143,GO:0019748,GO:0019757,GO:0019760,GO:0022414,GO:0032501,GO:0032502,GO:0042802,GO:0042803,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043565,GO:0044237,GO:0044281,GO:0044424,GO:0044464,GO:0046983,GO:0048571,GO:0048573,GO:0048574,GO:0048608,GO:0048731,GO:0048856,GO:0050896,GO:0061458,GO:0071704,GO:0097159,GO:1901135,GO:1901363,GO:1901564,GO:1901657				ZF-HD_dimer
NODE_3578_length_516_cov_0.605923_1	L	transposition, RNA-mediated						Retrotran_gag_2,rve
NODE_3595_length_514_cov_0.661327_1	L	strictosidine synthase activity						Asp_protease_2,RVT_1,Retrotrans_gag,rve
NODE_3596_length_514_cov_0.649886_1	L	Reverse transcriptase (RNA-dependent DNA polymerase)						RVT_2
NODE_3612_length_507_cov_0.566514_1	L	DDE superfamily endonuclease						DDE_Tnp_4
NODE_3615_length_512_cov_1.675862_1	S	BEST Arabidopsis thaliana protein match is Mitovirus RNA-dependent RNA polymerase (TAIR						Mitovir_RNA_pol
NODE_3616_length_512_cov_0.947126_1	S	zinc-binding in reverse transcriptase						zf-RVT
NODE_3646_length_510_cov_0.750577_1	D	Belongs to the helicase family			ko:K07466,ko:K15255	ko03030,ko03420,ko03430,ko03440,ko03460,map03030,map03420,map03430,map03440,map03460	M00288	Helitron_like_N,Herpes_Helicase,PIF1
NODE_3655_length_510_cov_0.577367_1	L	ribonuclease H protein						RVT_1,RVT_3,zf-RVT
NODE_3660_length_509_cov_1.324074_1	L	ribonuclease H protein						RVT_1,RVT_3,zf-RVT
NODE_3661_length_509_cov_1.182870_1	S	Ribonuclease H protein						DUF4283,RVT_1,zf-CCHC_4,zf-RVT
NODE_3662_length_509_cov_0.990741_1	V	Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family		GO:0003674,GO:0005215,GO:0006810,GO:0006855,GO:0008150,GO:0015238,GO:0015893,GO:0022857,GO:0042221,GO:0042493,GO:0050896,GO:0051179,GO:0051234,GO:0055085	ko:K03327			MatE
NODE_3668_length_509_cov_0.629630_1	S	f-box protein		GO:0003674,GO:0003824,GO:0004842,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0019941,GO:0030163,GO:0031146,GO:0032446,GO:0036211,GO:0043161,GO:0043170,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0051603,GO:0070647,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575				F-box,FBA_3
NODE_3669_length_509_cov_0.611111_1	J	gag-polypeptide of LTR copia-type						Retrotran_gag_2,Retrotran_gag_3
NODE_3675_length_508_cov_0.844548_1	E	Uncharacterized protein K02A2.6-like		GO:0000943,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0003887,GO:0003964,GO:0004518,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006278,GO:0006508,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019438,GO:0019538,GO:0032196,GO:0032197,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0140096,GO:0140097,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576				RVT_1,RVT_3,Retrotrans_gag,rve
NODE_3684_length_508_cov_0.580046_1	U	TB2/DP1, HVA22 family						RVT_3,TB2_DP1_HVA22,zf-met
NODE_3685_length_508_cov_0.545244_1	S	F-Box protein		GO:0003674,GO:0003824,GO:0004842,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0019941,GO:0030163,GO:0031146,GO:0032446,GO:0036211,GO:0043161,GO:0043170,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0051603,GO:0070647,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575				F-box,F-box-like,FBA_3
NODE_3691_length_507_cov_0.879070_1	KLT	protein serine/threonine kinase activity		GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004675,GO:0004888,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007178,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019199,GO:0019538,GO:0023052,GO:0036211,GO:0038023,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007,GO:0071704,GO:0071944,GO:0140096,GO:1901564	ko:K04733	ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164	M00686	Pkinase,Pkinase_Tyr
NODE_3698_length_507_cov_0.560465_1	L	transposition, RNA-mediated						Retrotrans_gag
NODE_3699_length_507_cov_0.495349_1	L	ribonuclease H protein At1g65750						DUF4283,RVT_1,RVT_3,zf-RVT
NODE_3701_length_506_cov_23.743590_1	G	transposition, RNA-mediated						RVT_2,gag_pre-integrs,rve
NODE_3703_length_506_cov_1.354312_1	S	Transposase family tnp2						Transposase_21
NODE_3706_length_506_cov_0.871795_1	K	transcriptional		GO:0000003,GO:0001666,GO:0003006,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005515,GO:0006950,GO:0006974,GO:0006979,GO:0007275,GO:0008150,GO:0009605,GO:0009607,GO:0009617,GO:0009620,GO:0009624,GO:0009628,GO:0009636,GO:0009719,GO:0009725,GO:0009733,GO:0009790,GO:0009791,GO:0009793,GO:0009908,GO:0009909,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0010044,GO:0010154,GO:0010243,GO:0010272,GO:0014070,GO:0022414,GO:0032501,GO:0032502,GO:0033554,GO:0035670,GO:0036293,GO:0042221,GO:0042493,GO:0043207,GO:0046677,GO:0046898,GO:0046982,GO:0046983,GO:0047484,GO:0048316,GO:0048367,GO:0048437,GO:0048438,GO:0048440,GO:0048467,GO:0048481,GO:0048519,GO:0048580,GO:0048583,GO:0048585,GO:0048608,GO:0048731,GO:0048827,GO:0048831,GO:0048856,GO:0050789,GO:0050793,GO:0050896,GO:0051239,GO:0051704,GO:0051707,GO:0051716,GO:0060090,GO:0060992,GO:0061458,GO:0065007,GO:0070482,GO:0071216,GO:0071217,GO:0071496,GO:0080134,GO:0090567,GO:0097159,GO:0097305,GO:0099402,GO:1901000,GO:1901001,GO:1901363,GO:1901654,GO:1901698,GO:1901700,GO:2000026,GO:2000241				LIM_bind
