#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
NODE_1782_length_734_cov_0.598174_1	218851.Aquca_023_00158.1	3.43E-30	112	"2CHJP@1|root,2S3PF@2759|Eukaryota,37VYB@33090|Viridiplantae,3GK1K@35493|Streptophyta"	35493|Streptophyta	S	Egg cell-secreted protein	-	-	-	-	-	-	-	-	-	-	-	-	Prolamin_like
NODE_1789_length_731_cov_0.564024_1	218851.Aquca_020_00108.1	1.52E-34	134	"KOG1075@1|root,KOG1075@2759|Eukaryota,37W7C@33090|Viridiplantae,3GKCZ@35493|Streptophyta"	35493|Streptophyta	K	Domain of unknown function (DUF4283)	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4283,zf-CCHC_4"
NODE_1795_length_732_cov_0.725191_1	15368.BRADI2G06305.1	1.44E-39	148	"COG2801@1|root,KOG0017@2759|Eukaryota,37V5Q@33090|Viridiplantae,3GFFK@35493|Streptophyta,3M7B5@4447|Liliopsida,3IKJW@38820|Poales"	35493|Streptophyta	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4219,RVT_2,Retrotran_gag_2,Retrotran_gag_3,gag_pre-integrs,rve,zf-CCHC"
NODE_1797_length_732_cov_0.537405_1	218851.Aquca_086_00027.1	9.00E-28	116	"2EW0C@1|root,2SXWT@2759|Eukaryota"	2759|Eukaryota	S	MuDR family transposase	-	-	-	-	-	-	-	-	-	-	-	-	"DBD_Tnp_Mut,MULE,SWIM"
NODE_1804_length_729_cov_1.141104_1	3659.XP_004148188.1	2.53E-25	107	"KOG1075@1|root,KOG1075@2759|Eukaryota,380UM@33090|Viridiplantae,3GQH3@35493|Streptophyta,4JUXS@91835|fabids"	35493|Streptophyta	S	zinc-binding in reverse transcriptase	-	-	-	-	-	-	-	-	-	-	-	-	zf-RVT
NODE_1809_length_728_cov_9.276498_1	2711.XP_006493043.1	4.67E-99	318	"COG2801@1|root,KOG0017@2759|Eukaryota,37RKH@33090|Viridiplantae,3GGZK@35493|Streptophyta"	35493|Streptophyta	L	strictosidine synthase activity	-	-	-	-	-	-	-	-	-	-	-	-	"Retrotrans_gag,rve"
NODE_1811_length_728_cov_0.763441_1	218851.Aquca_086_00027.1	1.92E-48	174	"2EW0C@1|root,2SXWT@2759|Eukaryota"	2759|Eukaryota	S	MuDR family transposase	-	-	-	-	-	-	-	-	-	-	-	-	"DBD_Tnp_Mut,MULE,SWIM"
NODE_1824_length_725_cov_1.296296_1	4641.GSMUA_Achr11P13710_001	1.45E-19	91.7	"2CU6P@1|root,2RJJK@2759|Eukaryota,37Z1G@33090|Viridiplantae,3GNGN@35493|Streptophyta,3M5TQ@4447|Liliopsida"	35493|Streptophyta	S	Protein of unknown function (DUF 659)	-	-	-	-	-	-	-	-	-	-	-	-	"DUF659,Dimer_Tnp_hAT,zf-BED"
NODE_1826_length_725_cov_0.953704_1	3712.Bo1g012030.1	8.65E-113	363	"COG2801@1|root,KOG0017@2759|Eukaryota,37RKH@33090|Viridiplantae,3GGZK@35493|Streptophyta,3HZ1D@3699|Brassicales"	35493|Streptophyta	L	"transposition, RNA-mediated"	-	-	-	ko:K03124	"ko03022,ko05169,ko05203,map03022,map05169,map05203"	-	-	-	"ko00000,ko00001,ko03021"	-	-	-	"ATHILA,RVT_1,Retrotrans_gag,rve"
NODE_1827_length_725_cov_0.589506_1	4096.XP_009803862.1	2.81E-21	97.4	"COG2801@1|root,KOG0017@2759|Eukaryota,37ZR0@33090|Viridiplantae,3GPMJ@35493|Streptophyta"	35493|Streptophyta	L	gag-polypeptide of LTR copia-type	-	-	-	-	-	-	-	-	-	-	-	-	Retrotran_gag_2
NODE_1835_length_723_cov_0.620743_2	4432.XP_010247176.1	6.66E-18	88.2	"2A7Z7@1|root,2RYFA@2759|Eukaryota,37U9K@33090|Viridiplantae,3GI4V@35493|Streptophyta"	35493|Streptophyta	S	Protein FAR1-RELATED SEQUENCE	-	-	-	ko:K17604	-	-	-	-	"ko00000,ko01009"	-	-	-	"FAR1,MULE,SWIM"
NODE_1849_length_718_cov_0.531882_1	3760.EMJ12181	2.51E-07	57.8	"2CN5X@1|root,2QU1T@2759|Eukaryota,37T40@33090|Viridiplantae,3GGBN@35493|Streptophyta"	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"DBD_Tnp_Mut,MULE,SWIM"
NODE_1850_length_720_cov_0.530327_2	2711.XP_006486503.1	3.01E-16	82	"COG2801@1|root,KOG0017@2759|Eukaryota,37R6P@33090|Viridiplantae,3G8BW@35493|Streptophyta"	35493|Streptophyta	E	Uncharacterized protein K02A2.6-like	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,Retrotrans_gag,rve"
NODE_1851_length_719_cov_1.263240_1	4432.XP_010270368.1	2.28E-34	129	"KOG1267@1|root,KOG1267@2759|Eukaryota,37PC7@33090|Viridiplantae,3GABJ@35493|Streptophyta"	35493|Streptophyta	K	Mitochondrial transcription termination factor family protein	-	-	-	ko:K15032	-	-	-	-	"ko00000,ko03012,ko03029"	-	-	-	mTERF
NODE_1854_length_719_cov_0.683801_1	3694.POPTR_0008s00210.1	4.57E-51	186	"KOG1075@1|root,KOG1075@2759|Eukaryota,37TIF@33090|Viridiplantae,3G9IZ@35493|Streptophyta,4JJZN@91835|fabids"	35493|Streptophyta	S	Reverse transcriptase (RNA-dependent DNA polymerase)	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4283,RVT_1,RVT_3,zf-RVT"
NODE_1855_length_719_cov_0.652648_1	90675.XP_010513510.1	1.08E-29	120	"COG2801@1|root,KOG0017@2759|Eukaryota,381DV@33090|Viridiplantae,3GQ3W@35493|Streptophyta"	35493|Streptophyta	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	"G-patch,Retrotrans_gag"
NODE_1859_length_718_cov_1.826833_1	218851.Aquca_001_00753.1	6.29E-67	220	"2EIZV@1|root,2SPA0@2759|Eukaryota,37ZX8@33090|Viridiplantae,3GPYH@35493|Streptophyta"	35493|Streptophyta	S	Domain of unknown function (DUF4216)	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4216,DUF4218"
NODE_1861_length_718_cov_0.829953_1	3659.XP_004149950.1	4.61E-40	154	"COG2801@1|root,KOG4197@1|root,KOG0017@2759|Eukaryota,KOG4197@2759|Eukaryota,37K71@33090|Viridiplantae,3GFIF@35493|Streptophyta,4JGHT@91835|fabids"	35493|Streptophyta	L	Pentatricopeptide repeat-containing protein	-	"GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363"	-	-	-	-	-	-	-	-	-	-	"PPR,PPR_2"
NODE_1864_length_718_cov_0.642746_1	3750.XP_008341155.1	4.27E-74	247	"COG0515@1|root,COG2801@1|root,KOG0017@2759|Eukaryota,KOG1187@2759|Eukaryota"	2759|Eukaryota	KLT	protein serine/threonine kinase activity	-	"GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004675,GO:0004888,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007178,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019199,GO:0019538,GO:0023052,GO:0036211,GO:0038023,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007,GO:0071704,GO:0071944,GO:0140096,GO:1901564"	2.7.11.1	ko:K04733	"ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164"	M00686	-	-	"ko00000,ko00001,ko00002,ko01000,ko01001"	-	-	-	"Pkinase,Pkinase_Tyr"
NODE_1868_length_717_cov_0.456250_1	42345.XP_008811240.1	6.40E-52	182	"COG2801@1|root,KOG4197@1|root,KOG0017@2759|Eukaryota,KOG4197@2759|Eukaryota,37SH2@33090|Viridiplantae,3GHFU@35493|Streptophyta,3M9AK@4447|Liliopsida"	35493|Streptophyta	L	PPR repeat	-	-	-	-	-	-	-	-	-	-	-	-	"PPR,PPR_2,PPR_3"
NODE_1879_length_715_cov_0.818182_1	2711.XP_006480458.1	2.46E-35	135	"28PWY@1|root,2QWJJ@2759|Eukaryota,37NQA@33090|Viridiplantae,3G852@35493|Streptophyta"	35493|Streptophyta	S	transposon protein	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4216,DUF4218,Transpos_assoc,Transposase_21"
NODE_1881_length_715_cov_0.650470_1	4565.Traes_7BL_F5CA2E09E.1	0.00015	47.8	"2CZCY@1|root,2S9RT@2759|Eukaryota,37X8J@33090|Viridiplantae,3GM9X@35493|Streptophyta,3M2ZX@4447|Liliopsida,3IP5T@38820|Poales"	35493|Streptophyta	S	Plant transposase (Ptta/En/Spm family)	-	-	-	-	-	-	-	-	-	-	-	-	Transposase_24
NODE_1882_length_711_cov_0.589342_1	3694.POPTR_0014s10910.1	7.42E-09	59.3	"28ITG@1|root,2QR4U@2759|Eukaryota,37P39@33090|Viridiplantae,3GHEX@35493|Streptophyta,4JVUD@91835|fabids"	35493|Streptophyta	S	MuDR family transposase	-	-	-	-	-	-	-	-	-	-	-	-	"DBD_Tnp_Mut,MULE,PB1,SWIM"
NODE_1889_length_713_cov_0.581761_1	3694.POPTR_0015s02630.1	1.19E-13	72.4	"KOG1075@1|root,KOG1075@2759|Eukaryota,380UM@33090|Viridiplantae,3GQH3@35493|Streptophyta,4JUXS@91835|fabids"	35493|Streptophyta	S	zinc-binding in reverse transcriptase	-	-	-	-	-	-	-	-	-	-	-	-	zf-RVT
NODE_1890_length_713_cov_0.567610_1	218851.Aquca_004_00735.1	6.32E-31	123	"KOG1075@1|root,KOG1075@2759|Eukaryota,380S8@33090|Viridiplantae"	33090|Viridiplantae	S	Reverse transcriptase-like	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_3,zf-RVT"
NODE_1897_length_710_cov_0.663507_1	90675.XP_010413056.1	1.09E-53	189	"COG2801@1|root,KOG0017@2759|Eukaryota,37RKH@33090|Viridiplantae,3GGZK@35493|Streptophyta,3HZ1D@3699|Brassicales"	35493|Streptophyta	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,Retrotrans_gag,rve"
NODE_1899_length_710_cov_0.521327_1	218851.Aquca_035_00110.1	3.44E-57	201	"COG0507@1|root,KOG0987@2759|Eukaryota,37I5H@33090|Viridiplantae,3GC0A@35493|Streptophyta"	35493|Streptophyta	D	Belongs to the helicase family	-	-	-	-	-	-	-	-	-	-	-	-	"Helitron_like_N,Herpes_Helicase,PIF1"
NODE_1900_length_709_cov_1.705696_1	57918.XP_004301216.1	2.99E-08	57.8	"28PWY@1|root,2QWJJ@2759|Eukaryota,37NQA@33090|Viridiplantae,3G8IQ@35493|Streptophyta"	35493|Streptophyta	S	source UniProtKB	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4216,DUF4218,Transpos_assoc,Transposase_21"
NODE_1906_length_709_cov_0.541139_1	218851.Aquca_004_00735.1	6.33E-10	62.4	"KOG1075@1|root,KOG1075@2759|Eukaryota,380S8@33090|Viridiplantae"	33090|Viridiplantae	S	Reverse transcriptase-like	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_3,zf-RVT"
NODE_1917_length_706_cov_0.670906_1	71139.XP_010054841.1	1.27E-24	105	"KOG1075@1|root,KOG1075@2759|Eukaryota"	2759|Eukaryota	E	Ribonuclease H protein	-	-	"3.1.1.11,3.1.2.22"	"ko:K01051,ko:K01074"	"ko00040,ko00062,ko01100,ko01212,ko04142,map00040,map00062,map01100,map01212,map04142"	M00081	"R01274,R02362"	"RC00004,RC00014,RC00460,RC00461"	"ko00000,ko00001,ko00002,ko01000,ko01004"	-	-	-	"DUF4283,RVT_1,zf-RVT"
NODE_1927_length_704_cov_0.617225_1	161934.XP_010685067.1	5.70E-49	176	"KOG1075@1|root,KOG1075@2759|Eukaryota,37ZFC@33090|Viridiplantae"	33090|Viridiplantae	S	Ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	RVT_1
NODE_1931_length_703_cov_0.873802_1	57918.XP_004289266.1	1.98E-37	142	"2CMNZ@1|root,2QR4C@2759|Eukaryota,37R7C@33090|Viridiplantae,3GEJS@35493|Streptophyta,4JNQN@91835|fabids"	35493|Streptophyta	S	Protein FAR1-RELATED SEQUENCE 5-like	-	-	-	-	-	-	-	-	-	-	-	-	"FAR1,MULE,SWIM"
NODE_1941_length_702_cov_0.696000_1	71139.XP_010046223.1	1.78E-38	148	"KOG1075@1|root,KOG1075@2759|Eukaryota,37V3K@33090|Viridiplantae,3GIMP@35493|Streptophyta"	35493|Streptophyta	S	Domain of unknown function (DUF4283)	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4283,RVT_1,zf-CCHC_4"
NODE_1942_length_702_cov_0.641600_1	90675.XP_010413056.1	5.59E-77	256	"COG2801@1|root,KOG0017@2759|Eukaryota,37RKH@33090|Viridiplantae,3GGZK@35493|Streptophyta,3HZ1D@3699|Brassicales"	35493|Streptophyta	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,Retrotrans_gag,rve"
NODE_1946_length_701_cov_1.012821_1	218851.Aquca_014_00295.1	1.53E-50	180	"28M7S@1|root,2QTQX@2759|Eukaryota,37JZD@33090|Viridiplantae,3GCP4@35493|Streptophyta"	35493|Streptophyta	S	agenet domain-containing protein	-	-	-	-	-	-	-	-	-	-	-	-	"Agenet,DUF724"
NODE_1947_length_701_cov_0.923077_2	4432.XP_010243668.1	0.000395	47.8	"COG2801@1|root,KOG0017@2759|Eukaryota,37R6P@33090|Viridiplantae,3G8BW@35493|Streptophyta"	35493|Streptophyta	E	Uncharacterized protein K02A2.6-like	-	-	-	-	-	-	-	-	-	-	-	-	"G-patch,RVT_1,RVT_3,Retrotrans_gag,rve"
NODE_1949_length_701_cov_0.815705_1	102107.XP_008239124.1	3.52E-23	102	"COG2801@1|root,KOG0017@2759|Eukaryota,37WFN@33090|Viridiplantae,3GKN9@35493|Streptophyta,4JUKW@91835|fabids"	35493|Streptophyta	L	gag-polypeptide of LTR copia-type	-	-	-	-	-	-	-	-	-	-	-	-	"Retrotran_gag_2,Retrotran_gag_3,zf-CCHC_6"
NODE_1952_length_701_cov_0.690705_1	102107.XP_008222771.1	3.88E-30	119	"COG2801@1|root,COG3897@1|root,KOG0017@2759|Eukaryota,KOG2920@2759|Eukaryota,37N6N@33090|Viridiplantae,3G7JD@35493|Streptophyta,4JH7F@91835|fabids"	35493|Streptophyta	L	Histidine protein methyltransferase 1 homolog	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_16
NODE_1957_length_701_cov_0.504808_1	90675.XP_010431341.1	3.22E-64	222	"COG2801@1|root,KOG0017@2759|Eukaryota,37RKH@33090|Viridiplantae,3GGZK@35493|Streptophyta,3HZ1D@3699|Brassicales"	35493|Streptophyta	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,Retrotrans_gag,rve"
NODE_1961_length_700_cov_0.919743_1	102107.XP_008245227.1	3.54E-17	83.2	"COG2801@1|root,KOG0017@2759|Eukaryota,37R6P@33090|Viridiplantae,3G8BW@35493|Streptophyta,4JN0G@91835|fabids"	35493|Streptophyta	L	Uncharacterized protein K02A2.6-like	-	"GO:0000943,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0003887,GO:0003964,GO:0004518,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006278,GO:0006508,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019438,GO:0019538,GO:0032196,GO:0032197,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0140096,GO:0140097,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576"	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,rve"
NODE_1962_length_700_cov_0.722311_1	3760.EMJ00800	6.39E-51	182	"KOG1075@1|root,KOG1075@2759|Eukaryota,37TIF@33090|Viridiplantae,3G9IZ@35493|Streptophyta"	35493|Streptophyta	L	ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,zf-CCHC_4,zf-RVT"
NODE_1965_length_699_cov_0.860129_2	218851.Aquca_050_00057.1	3.66E-14	71.2	"2EZIS@1|root,2T0V9@2759|Eukaryota,38292@33090|Viridiplantae,3GRTX@35493|Streptophyta"	218851.Aquca_050_00057.1|-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NODE_1969_length_698_cov_1.645733_1	218851.Aquca_023_00075.1	1.35E-73	234	"COG1008@1|root,KOG4845@2759|Eukaryota,37KP8@33090|Viridiplantae,3GEAS@35493|Streptophyta"	35493|Streptophyta	C	Proton-conducting membrane transporter	nad4	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0016020,GO:0019866,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464"	1.6.5.3	ko:K03881	"ko00190,ko01100,ko04714,ko04723,ko05012,map00190,map01100,map04714,map04723,map05012"	M00142	R11945	RC00061	"ko00000,ko00001,ko00002,ko01000,ko03029"	3.D.1.6	-	-	Proton_antipo_M
NODE_1973_length_698_cov_0.723027_1	218851.Aquca_036_00112.1	4.37E-18	88.2	"2CMBI@1|root,2QPW5@2759|Eukaryota,383RB@33090|Viridiplantae,3GR7M@35493|Streptophyta"	35493|Streptophyta	S	chromatin binding	-	-	-	-	-	-	-	-	-	-	-	-	"DUF1985,Peptidase_C48"
NODE_1974_length_698_cov_0.697262_1	57918.XP_004298544.1	4.00E-05	50.4	"KOG1075@1|root,KOG1075@2759|Eukaryota"	2759|Eukaryota	E	Ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_3,zf-RVT"
NODE_1979_length_697_cov_0.670968_1	3760.EMJ14455	1.03E-18	90.5	"COG2801@1|root,KOG0017@2759|Eukaryota,380K5@33090|Viridiplantae,3GQCS@35493|Streptophyta"	35493|Streptophyta	L	Retrotransposon gag protein	-	-	-	-	-	-	-	-	-	-	-	-	Retrotrans_gag
NODE_1985_length_695_cov_0.878641_1	90675.XP_010490399.1	9.93E-28	116	"COG2801@1|root,KOG0017@2759|Eukaryota,37RKH@33090|Viridiplantae,3GGZK@35493|Streptophyta,3HZ1D@3699|Brassicales"	35493|Streptophyta	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,Retrotrans_gag,rve"
NODE_1993_length_692_cov_0.850891_1	161934.XP_010666276.1	2.91E-21	95.1	"KOG1075@1|root,KOG1075@2759|Eukaryota,37T71@33090|Viridiplantae,3GHK2@35493|Streptophyta"	35493|Streptophyta	S	Ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,zf-RVT"
NODE_2010_length_691_cov_0.929967_1	218851.Aquca_087_00006.1	3.38E-10	63.2	"KOG4198@1|root,KOG4198@2759|Eukaryota,37RDR@33090|Viridiplantae,3GBBK@35493|Streptophyta"	35493|Streptophyta	S	zinc finger (Ran-binding) family protein	-	"GO:0000082,GO:0000226,GO:0000278,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005642,GO:0005643,GO:0005737,GO:0005813,GO:0005815,GO:0005829,GO:0005856,GO:0006403,GO:0006405,GO:0006406,GO:0006464,GO:0006508,GO:0006511,GO:0006606,GO:0006607,GO:0006611,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007088,GO:0007346,GO:0008104,GO:0008150,GO:0008152,GO:0008536,GO:0009056,GO:0009057,GO:0009987,GO:0010467,GO:0010564,GO:0010638,GO:0012505,GO:0015031,GO:0015630,GO:0015833,GO:0015931,GO:0016020,GO:0016032,GO:0016043,GO:0016234,GO:0016740,GO:0016925,GO:0017016,GO:0017038,GO:0018193,GO:0018205,GO:0019538,GO:0019787,GO:0019789,GO:0019899,GO:0019941,GO:0022402,GO:0030163,GO:0031090,GO:0031267,GO:0031503,GO:0031965,GO:0031967,GO:0031975,GO:0032446,GO:0032886,GO:0032991,GO:0033036,GO:0033043,GO:0033365,GO:0034504,GO:0034613,GO:0036211,GO:0042175,GO:0042405,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0044614,GO:0044615,GO:0044770,GO:0044772,GO:0044843,GO:0045184,GO:0045787,GO:0045840,GO:0045931,GO:0046602,GO:0046604,GO:0046605,GO:0046607,GO:0046907,GO:0048518,GO:0048522,GO:0050657,GO:0050658,GO:0050789,GO:0050794,GO:0051020,GO:0051028,GO:0051128,GO:0051130,GO:0051168,GO:0051169,GO:0051170,GO:0051179,GO:0051234,GO:0051236,GO:0051493,GO:0051495,GO:0051603,GO:0051640,GO:0051641,GO:0051642,GO:0051649,GO:0051704,GO:0051726,GO:0051783,GO:0051785,GO:0061842,GO:0065007,GO:0070507,GO:0070647,GO:0070727,GO:0071166,GO:0071426,GO:0071427,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072594,GO:0090068,GO:0098589,GO:0098805,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1903047"	-	-	-	-	-	-	-	-	-	-	zf-RanBP
NODE_2017_length_690_cov_0.727569_1	3656.XP_008441682.1	2.18E-64	208	"COG5044@1|root,KOG1439@2759|Eukaryota,37IAP@33090|Viridiplantae,3GDR2@35493|Streptophyta,4JNAH@91835|fabids"	35493|Streptophyta	O	Guanosine nucleotide diphosphate dissociation inhibitor	-	"GO:0001558,GO:0003674,GO:0005092,GO:0005093,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005911,GO:0007154,GO:0007165,GO:0007264,GO:0007265,GO:0007275,GO:0007399,GO:0008150,GO:0008361,GO:0009506,GO:0009987,GO:0010035,GO:0010038,GO:0010720,GO:0010721,GO:0010769,GO:0010770,GO:0010771,GO:0010975,GO:0010976,GO:0010977,GO:0016043,GO:0017016,GO:0017137,GO:0019899,GO:0022008,GO:0022603,GO:0022604,GO:0023052,GO:0030054,GO:0030154,GO:0030234,GO:0030307,GO:0030424,GO:0030516,GO:0030695,GO:0031267,GO:0031344,GO:0031345,GO:0031346,GO:0032386,GO:0032387,GO:0032482,GO:0032501,GO:0032502,GO:0032535,GO:0032879,GO:0032880,GO:0032991,GO:0033157,GO:0035556,GO:0036477,GO:0040008,GO:0042221,GO:0042995,GO:0043005,GO:0043025,GO:0043209,GO:0044297,GO:0044424,GO:0044444,GO:0044464,GO:0045595,GO:0045596,GO:0045597,GO:0045664,GO:0045665,GO:0045666,GO:0045773,GO:0045927,GO:0048046,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048638,GO:0048639,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0050767,GO:0050768,GO:0050769,GO:0050770,GO:0050771,GO:0050772,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051020,GO:0051049,GO:0051051,GO:0051093,GO:0051094,GO:0051128,GO:0051129,GO:0051130,GO:0051223,GO:0051224,GO:0051239,GO:0051240,GO:0051241,GO:0051592,GO:0051716,GO:0051960,GO:0051961,GO:0051962,GO:0055044,GO:0060284,GO:0060341,GO:0060589,GO:0061387,GO:0065007,GO:0065008,GO:0065009,GO:0070201,GO:0071840,GO:0090066,GO:0090087,GO:0090313,GO:0090315,GO:0090317,GO:0097458,GO:0098772,GO:0120025,GO:0120035,GO:1903533,GO:1903827,GO:1903828,GO:1904950,GO:1905475,GO:1905476,GO:2000026"	-	ko:K17255	-	-	-	-	"ko00000,ko04147"	-	-	-	GDI
NODE_2021_length_689_cov_0.991830_1	218851.Aquca_042_00097.1	9.95E-59	189	"COG1676@1|root,KOG4685@2759|Eukaryota,37T5C@33090|Viridiplantae,3G72R@35493|Streptophyta"	35493|Streptophyta	J	tRNA-splicing endonuclease subunit	-	"GO:0000003,GO:0000213,GO:0000214,GO:0000278,GO:0000281,GO:0000379,GO:0000394,GO:0000910,GO:0003006,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0004549,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006388,GO:0006396,GO:0006399,GO:0006725,GO:0006807,GO:0007049,GO:0007275,GO:0008033,GO:0008150,GO:0008152,GO:0008356,GO:0008380,GO:0009790,GO:0009791,GO:0009793,GO:0009987,GO:0010069,GO:0010070,GO:0010154,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0016892,GO:0016894,GO:0022402,GO:0022414,GO:0032501,GO:0032502,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0051301,GO:0061458,GO:0061640,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:0140101,GO:1901360,GO:1902494,GO:1902555,GO:1903047,GO:1905348"	3.1.27.9	ko:K15322	-	-	-	-	"ko00000,ko03016"	-	-	-	"tRNA_int_endo,tRNA_int_endo_N"
NODE_2022_length_689_cov_0.893791_1	3694.POPTR_1512s00200.1	8.99E-66	227	"KOG1075@1|root,KOG1075@2759|Eukaryota,37TIF@33090|Viridiplantae,3G9IZ@35493|Streptophyta,4JJZN@91835|fabids"	35493|Streptophyta	S	Reverse transcriptase (RNA-dependent DNA polymerase)	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4283,RVT_1,RVT_3,zf-RVT"
